feature_set,model,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-RF,5,1308.0,0.4699999999999999,0.03741657386773941,0.8575757575757577,0.034881407373398,0.8400975609756097,0.04084677772415056,0.896780487804878,0.029441762355754617,0.8683551332688693,0.023358919960435525,0.8024427558257345,0.05189369757009693,0.6945654895318217,0.07675334474749097,0.8427628458498024,0.04874942570838624,0.768,0.07155417527999325,0.9121951219512194,0.027809156709735057
Descriptor_ESM2,Descriptor_ESM2-LR,5,402.0,0.4699999999999999,0.26,0.8454545454545455,0.036173746625191884,0.8475121951219512,0.028373727489699446,0.928780487804878,0.019328402688935525,0.8866881023408878,0.03772974078731751,0.8081690158343635,0.034682067311755535,0.6942209544138039,0.059931191489925394,0.7819360269360269,0.10071265830296766,0.8559999999999999,0.10430723848324237,0.8390243902439025,0.10144699679553865
A1FlatFull_ESM2,A1FlatFull_ESM2-RF,5,1226.0,0.45999999999999996,0.030822070014844893,0.8515151515151516,0.029144521305562616,0.8305365853658536,0.029996232164738686,0.897951219512195,0.019311159479128037,0.857988426502601,0.017841405477854868,0.7913884816113534,0.04051554587334851,0.6833150014932029,0.06406947746897522,0.8513649508386351,0.07146999020548356,0.744,0.0606630035524124,0.9170731707317072,0.047545338267360786
A1FlatFull_ESM2,A1FlatFull_ESM2-LR,5,1226.0,0.25999999999999995,0.09924716620639602,0.8393939393939392,0.05093253428476247,0.8441951219512196,0.04183563202676778,0.9274146341463414,0.03462108994710478,0.8761678817108894,0.10106606737090265,0.8052615645285263,0.05271086337760419,0.6785842685719987,0.09164142095632921,0.7596512605042017,0.09370512319497994,0.8640000000000001,0.04560701700396552,0.8243902439024391,0.08691965698149007
A1FlatFull_ESM2,A1FlatFull_ESM2-SVC,5,1226.0,0.3699999999999999,0.11467344941179712,0.8454545454545455,0.029144521305562616,0.8381463414634147,0.036956491614557635,0.912780487804878,0.021269635222786715,0.8904167906684947,0.024289403027202297,0.7970000472676231,0.04440231127767495,0.677986867839832,0.06660159368029991,0.7944588020674976,0.05554393163784153,0.808,0.09959919678390985,0.8682926829268294,0.05615055821083581
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-SVC,5,1308.0,0.32599999999999996,0.06503845016603639,0.8454545454545455,0.03284770210405879,0.8412682926829269,0.03508907675552357,0.9162926829268292,0.016519236888805067,0.8919770468953718,0.02049921597171314,0.8012430456485525,0.04177289163603279,0.6779433995858614,0.06600912272738738,0.7834084434084434,0.050842607131881185,0.8240000000000001,0.06693280212272605,0.8585365853658538,0.046915570882125224
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-CatBoost,5,1308.0,0.484,0.2997165327438578,0.8333333333333334,0.030303030303030304,0.8237073170731707,0.01851603482143584,0.9053658536585365,0.036451788667842724,0.8737312547906505,0.03503069225802369,0.7813813057932801,0.025092326748875526,0.6597373603753984,0.054088640408670896,0.7989054762510139,0.10789886791280737,0.784,0.10430723848324239,0.8634146341463416,0.10290255175477556
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-LR,5,1308.0,0.4079999999999999,0.20692993983471794,0.8333333333333334,0.044173877991252275,0.828390243902439,0.052237730500136366,0.928780487804878,0.03058034735347795,0.8789306544767408,0.09344303334543214,0.783877482855417,0.06487673655542125,0.6563579643152869,0.09606292332732677,0.7720336134453781,0.07122934152929325,0.808,0.1213260071048248,0.8487804878048781,0.06984302957695783
Descriptor_ESM2,Descriptor_ESM2-SVC,5,402.0,0.40599999999999997,0.19932385707686873,0.8212121212121213,0.024896479886598478,0.8123902439024391,0.028260284225135223,0.9123902439024392,0.010287942498703672,0.8662234196861481,0.018238920691759787,0.7640202959616857,0.04000420112785031,0.638073462125476,0.03904800908459211,0.7841880570409983,0.11190737511987078,0.776,0.14028542333400143,0.8487804878048781,0.1054719429777544
Descriptor_ESM2,Descriptor_ESM2-CatBoost,5,402.0,0.41999999999999993,0.154434452114805,0.8151515151515152,0.024896479886598485,0.8121951219512195,0.016781480401726428,0.9018536585365853,0.013616660544287194,0.8590313653135351,0.017224316647096276,0.7664498124744485,0.018550902278119365,0.6216337388468582,0.03759212565343705,0.7452857973505916,0.07118676448104888,0.8,0.07483314773547883,0.8243902439024391,0.07596298293852409
A1FlatFull_ESM2,A1FlatFull_ESM2-CatBoost,5,1226.0,0.6039999999999999,0.22689204481426842,0.8181818181818181,0.042854956435548354,0.7927804878048781,0.04146972692267273,0.9016585365853658,0.035468480196477886,0.8601276525409507,0.04455333312144599,0.740017316017316,0.061628349379763754,0.6204459114091501,0.08923447722695715,0.8305261826292485,0.12535895186855223,0.688,0.11798304963002099,0.8975609756097562,0.09967227678879291
Descriptor_ESM2,Descriptor_ESM2-RF,5,402.0,0.41600000000000004,0.07956129712366432,0.8090909090909092,0.031418850535345065,0.8057560975609755,0.01236659929440059,0.8930731707317074,0.01418162127246128,0.8325464739896388,0.014794473770016105,0.7596244449978476,0.01564926345147441,0.6125146412551213,0.04343660919929193,0.7436308901826144,0.09108816031847931,0.792,0.08197560612767682,0.8195121951219513,0.09847136213749438
A1FlatFull_ESM2,A1FlatFull_ESM2-MLP,5,1226.0,0.52,0.0632455532033676,0.7848484848484849,0.07606000241218872,0.7675121951219512,0.09762290717223636,0.861658536585366,0.0580893483986739,0.7924433273806513,0.0940456158729871,0.6984615384615385,0.14609310478688645,0.5391984351414921,0.17663661249432316,0.7182010582010582,0.07789430855729154,0.696,0.1971801207018598,0.8390243902439025,0.050576686227628585
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-MLP,5,1308.0,0.5619999999999999,0.09833615815151618,0.7787878787878787,0.02953574043881505,0.7485853658536585,0.03458877137590276,0.8474146341463415,0.049797209223017225,0.7910627084230825,0.0448952670005282,0.6764302059496566,0.060291680921777634,0.5311461330997952,0.05063391620719998,0.7732223658694247,0.0884103393246654,0.624,0.1344618905117729,0.873170731707317,0.09664201344467782
Descriptor_ESM2,Descriptor_ESM2-MLP,5,402.0,0.39199999999999996,0.20029977533686855,0.7545454545454545,0.03617374662519185,0.7602926829268293,0.037045239799339984,0.8911219512195123,0.018492888161454172,0.8265809940838063,0.0530758584730591,0.7021112643746171,0.0559542480325612,0.5255456596564804,0.05354644394837138,0.6727284427284428,0.11269276794348511,0.7839999999999999,0.1711139970896595,0.7365853658536586,0.1340354308686252
